ID	NAME	logFC: WT NaCl response	FDR: WT NaCl response	logFC: msn24 mutant NaCl response	FDR: msn24 mutant NaCl response	logFC: yap1 mutant NaCl response	FDR: yap1 mutant NaCl response	logFC: skn7 mutant NaCl response	FDR: skn7 mutant NaCl response	logFC: WT EtOH response	FDR: WT EtOH response	logFC:  msn24 mutant EtOH response	FDR:  msn24 mutan  EtOH response	logFC:  yap1 mutant EtOH response	FDR:  yap1 mutant EtOH response	logFC:  skn7 mutant EtOH response	FDR:  skn7 mutant EtOH response	logFC: WT v msn24 mutant: NaCl response	FDR: WT v msn24 mutant: NaCl response	logFC: WT v yap1 mutant: NaCl response	FDR: WT v yap1 mutant: NaCl response	logFC: WT v skn7 mutant: NaCl response	FDR: WT v skn7 mutant NaCl response	logFC: WT v msn24 mutant: EtOH response	FDR: WT v msn24 mutant: EtOH response	logFC: WT v yap1 mutant: EtOH response	FDR: WT v yap1 mutant: EtOH response	logFC: WT v skn7 mutant: EtOH response	FDR: WT v skn7 mutant: EtOH response
YGR254W	"ENO1          Enolase I, a phosphopyruvate hydratase"	3.20741889	7.91E-21	2.077923552	6.17E-15	3.547658187	4.40E-22	3.119923888	5.25E-20	7.886724584	1.75E-32	7.662207756	1.33E-31	7.459625938	6.00E-32	6.978869146	4.40E-31	-1.129495333	0.000446604	0.340239302	0.318763248	-0.087494998	0.818229655	-0.224516828	0.532236207	-0.427098645	0.28596373	-0.907855438	0.007767591
YGR255C	COQ6          Flavin-dependent monooxygenase involved in ubiquinone biosynthesis	1.05798765	1.86E-13	0.499743537	1.74E-05	1.014893709	6.97E-13	0.694631144	1.60E-08	3.091911111	6.48E-30	2.3557808	2.28E-25	3.013784723	1.14E-29	2.562937314	2.95E-27	-0.558244109	0.004407903	-0.043093937	0.864106048	-0.363356502	0.03824965	-0.736130311	3.46E-05	-0.078126388	0.79954225	-0.528973797	0.006903606
YGR256W	GND2          6-phosphogluconate dehydrogenase (decarboxylating)	7.38187949	3.96E-31	4.522589106	4.71E-21	7.073627519	4.68E-30	6.232854469	3.65E-28	2.155074084	4.67E-10	0.825789193	0.027957593	3.076354039	1.75E-15	1.831140837	2.11E-08	-2.859290385	3.17E-06	-0.308251972	0.617312778	-1.149025023	0.015720304	-1.329284891	0.027506524	0.921279955	0.16056575	-0.323933247	0.687230168
YGR257C	MTM1          Mitochondrial protein of the mitochondrial carrier family	-0.1655834	0.0786433	-0.114906933	0.232650007	0.091690595	0.345833167	0.036314089	0.721026108	-0.142064517	0.130975319	-0.126219291	0.188351516	-0.215930128	0.024113175	-0.181613848	0.054645074	0.050676517	0.906632163	0.257274044	0.137181455	0.201897538	0.227855258	0.015845226	0.943133725	-0.073865612	0.79445796	-0.039549331	0.896924504
YGR258C	RAD2          Single-stranded DNA endonuclease	0.95809212	2.76E-07	0.392584672	0.020191399	0.387649588	0.023189922	0.23739916	0.160885566	1.3763266	3.19E-11	1.055077768	2.65E-08	1.374853263	2.89E-11	1.617722398	1.23E-13	-0.565507445	0.107139673	-0.570442529	0.054732953	-0.720692956	0.009392737	-0.321248832	0.2898213	-0.001473337	0.9987976	0.241395798	0.546222775
YGR260W	TNA1          High affinity nicotinic acid plasma membrane permease	0.05116202	0.71954616	-0.259491814	0.061780125	0.096702963	0.494730094	0.118731548	0.40713204	-0.436599283	0.00197258	-1.706744838	7.01E-16	-0.131469726	0.342277062	-0.980741328	3.43E-09	-0.310653835	0.368736145	0.045540941	0.893856461	0.067569527	0.820220958	-1.270145555	3.14E-07	0.305129557	0.33667561	-0.544142045	0.049718663
YGR261C	APL6          Beta3-like subunit of the yeast AP-3 complex	0.04399144	0.67335193	0.123545405	0.228024002	-0.068485795	0.514694	0.062852755	0.55846843	-0.02364811	0.822922038	0.188285197	0.065347853	-0.065590252	0.52525207	0.060274168	0.563903975	0.07955397	0.847474075	-0.112477231	0.602465025	0.018861319	0.93381574	0.211933307	0.257059861	-0.041942142	0.90308124	0.083922278	0.768680136
YGR262C	"BUD32          Component of KEOPS complex with Kae1p, Cgi121p, Pcc1p, and Gon7p"	-0.4184525	0.00043755	-0.432967948	0.000342721	-0.542711519	1.69E-05	-0.394715296	0.001010178	-0.764997995	1.70E-08	-0.797183339	6.99E-09	-1.035986995	1.07E-11	-1.068889768	2.78E-12	-0.014515476	0.983113812	-0.124259047	0.612198393	0.023737176	0.926971649	-0.032185344	0.907684998	-0.270989	0.31224982	-0.303891772	0.221721738
YGR263C	SAY1          Sterol deacetylase	1.00099459	1.65E-11	0.836330209	2.19E-09	0.971056547	7.03E-11	0.833282817	2.72E-09	1.108837893	6.92E-13	1.075215921	1.56E-12	1.162600929	2.00E-13	0.946024623	4.48E-11	-0.164664386	0.643336792	-0.029938048	0.919567369	-0.167711778	0.435245794	-0.033621972	0.901926286	0.053763036	0.88769209	-0.16281327	0.569627148
YGR264C	MES1          Methionyl-tRNA synthetase	-0.6766846	4.44E-10	-0.821040602	2.32E-12	-0.472368646	1.49E-06	-0.286658449	0.001760856	-1.242494072	2.70E-18	-0.936967235	4.04E-14	-1.167940856	2.26E-17	-1.061315047	6.02E-16	-0.144356006	0.571186522	0.204315949	0.213758725	0.390026147	0.008295557	0.305526836	0.044093074	0.074553216	0.77015379	0.181179024	0.367025914
YGR266W	YGR266W          Protein of unknown function	0.20569328	0.02091981	0.376808785	6.38E-05	0.109093051	0.227304385	0.07243726	0.435179298	0.111503903	0.207511142	0.270168458	0.002854766	0.212842108	0.016753987	0.302934133	0.000899881	0.171115505	0.471850894	-0.096600229	0.608403967	-0.13325602	0.418305307	0.158664555	0.346702483	0.101338205	0.67918898	0.19143023	0.339579766
YGR267C	"FOL2          GTP-cyclohydrolase I, catalyzes first step in folic acid biosynthesis"	-0.460576	6.72E-07	-0.437911723	1.91E-06	-0.337206851	0.000125649	-0.491797165	2.65E-07	0.126234332	0.122921618	0.302121615	0.000407029	0.098481954	0.231271655	0.010697351	0.903711498	0.022664229	0.96009335	0.123369102	0.460483987	-0.031221212	0.866253424	0.175887283	0.243454112	-0.027752379	0.92352921	-0.115536982	0.574586852
YGR268C	HUA1          Cytoplasmic protein containing a zinc finger domain	1.37096947	4.30E-11	1.716552604	1.32E-13	1.045519813	6.94E-08	0.671853623	0.000141092	0.799110777	8.95E-06	0.937806599	7.54E-07	0.961413147	3.22E-07	0.757120511	1.66E-05	0.345583131	0.420523351	-0.325449661	0.304719836	-0.699115851	0.011270056	0.138695822	0.702258121	0.16230237	0.73217318	-0.041990267	0.937716432
YGR270W	YTA7          Chromatin segregase involved in DNA replication	0.22748086	0.03048143	0.181115659	0.085335661	0.077667065	0.47187505	0.083191624	0.447249568	0.378256798	0.000479143	0.154161262	0.144323315	0.230869737	0.027027862	0.423662861	0.000114778	-0.046365198	0.921735154	-0.149813793	0.481047993	-0.144289233	0.463047925	-0.224095536	0.243602464	-0.147387061	0.58662749	0.045406063	0.890664803
YGR271C-A	EFG1          Ribosome biogenesis factor required for maturation of 18S rRNA	-2.4839762	4.71E-12	-3.303035491	4.00E-15	-3.39879555	3.85E-15	-2.850550664	1.99E-13	-2.997599041	6.81E-14	-2.707894976	2.08E-13	-3.326219708	2.98E-15	-3.174396097	3.44E-15	-0.819059315	0.194860033	-0.914819374	0.075580687	-0.366574488	0.478781085	0.289704065	0.618481603	-0.328620667	0.68658623	-0.176797056	0.836613642
YGR271W	SLH1          Subunit of ribosome-associated quality control trigger complex (RQT)	0.43462518	7.95E-05	0.562519725	1.31E-06	0.316210037	0.003148444	0.428036925	0.000128387	0.150536168	0.148243061	0.220993423	0.035800474	-0.056492621	0.59631467	0.125001041	0.233920787	0.12789455	0.706596573	-0.118415138	0.58789121	-0.00658825	0.977076542	0.070457254	0.762023125	-0.207028789	0.40064631	-0.025535127	0.939875387
YGR274C	"TAF1          TFIID subunit, involved in RNA pol II transcription initiation"	-0.4320474	0.00463003	-0.842486215	7.69E-07	-0.729264296	1.01E-05	-0.549065936	0.000502787	-0.310907355	0.037783929	-0.261183776	0.079901431	-0.623492533	8.48E-05	-0.443619517	0.003312092	-0.410438798	0.239592941	-0.297216878	0.303377409	-0.117018518	0.702739452	0.049723579	0.888752715	-0.312585178	0.37056793	-0.132712162	0.746474823
YGR275W	RTT102          Component of both the SWI/SNF and RSC chromatin remodeling complexes	-1.0208913	1.35E-07	-1.186861837	5.62E-09	-1.031345379	1.39E-07	-1.320187916	3.56E-10	-0.53341696	0.001737181	-0.429013105	0.009207996	-0.666875699	0.00013207	-0.780354493	8.25E-06	-0.165970548	0.788413704	-0.01045409	0.983592507	-0.299296627	0.32728345	0.104403855	0.776071424	-0.133458739	0.78522749	-0.246937533	0.54344352
YGR276C	RNH70          3'-5' exoribonuclease	-0.4073476	2.43E-05	-0.842510251	2.86E-12	-0.932524272	1.48E-13	-0.489537403	1.37E-06	-0.06771608	0.451616936	-0.033343842	0.720852787	-0.624770314	4.62E-09	-0.317764286	0.000559033	-0.435162633	0.010605602	-0.525176653	0.000919848	-0.082189784	0.645674354	0.034372237	0.869661756	-0.557054234	0.00107626	-0.250048207	0.18458115
YGR277C	CAB4          Subunit of the CoA-Synthesizing Protein Complex (CoA-SPC)	0.20481422	0.05109395	0.159746696	0.131637417	0.019998806	0.858775871	-0.017922918	0.880374089	0.457336263	3.93E-05	0.460164783	3.66E-05	0.420454352	0.000136967	0.375959915	0.000493558	-0.045067521	0.924335938	-0.184815411	0.371250506	-0.222737134	0.234287092	0.00282852	0.991816799	-0.03688191	0.92061984	-0.081376347	0.782891652
YGR278W	CWC22          Spliceosome-associated protein that is required for pre-mRNA splicing	0.37636452	0.00670332	0.104215467	0.461701578	-0.023694734	0.871102	-0.054181122	0.718310908	0.716257686	1.71E-06	0.630635689	1.44E-05	0.610078813	2.37E-05	1.061673246	1.57E-10	-0.272149053	0.455582778	-0.400059254	0.110388739	-0.430545642	0.066032738	-0.085621998	0.776423795	-0.106178873	0.79180036	0.345415559	0.232317671
YGR279C	SCW4          Cell wall protein with similarity to glucanases	-0.0452344	0.77794124	-0.06186464	0.703989478	0.555213953	0.000578429	0.210560039	0.183879466	-0.391851409	0.011940596	-0.82775457	1.69E-06	-0.279641384	0.069421423	-0.898886623	3.18E-07	-0.016630207	0.983924001	0.600448387	0.027448457	0.255794473	0.366779636	-0.435903161	0.112118673	0.112210025	0.81103421	-0.507035214	0.114163828
YGR280C	PXR1          Essential protein involved in rRNA and snoRNA maturation	-2.3899736	8.09E-12	-3.075302596	1.49E-14	-2.768414474	2.91E-13	-2.342758982	1.20E-11	-4.132299466	2.70E-17	-5.086105429	8.32E-20	-3.799531022	9.06E-17	-4.247671212	1.60E-18	-0.685329032	0.293154271	-0.378440911	0.491857208	0.047214582	0.935342062	-0.953805963	0.116088576	0.332768444	0.71378355	-0.115371746	0.912780153
YGR281W	YOR1          Plasma membrane ATP-binding cassette (ABC) transporter	0.88765515	4.54E-14	0.225329467	0.008452657	1.179798582	5.12E-18	0.390845559	1.96E-05	0.795803589	9.88E-13	-0.745297516	1.13E-11	1.07109326	7.13E-17	0.251748838	0.003220009	-0.662325688	1.23E-05	0.292143428	0.049890835	-0.496809596	0.000477388	-1.541101105	1.24E-15	0.275289671	0.11350571	-0.544054751	0.000631023
YGR282C	"BGL2          Endo-beta-1,3-glucanase"	1.41667832	7.03E-13	1.432646102	5.37E-13	1.862480325	1.94E-16	0.907810621	8.46E-08	-0.084174469	0.564549605	-0.420503781	0.004467669	-0.003506046	0.981803591	-0.25055836	0.083166954	0.015967779	0.983713516	0.445802002	0.086652209	-0.508867702	0.037169809	-0.336329312	0.201081145	0.080668423	0.86342133	-0.166383891	0.660716592
YGR283C	UPA1          Putative methyltransferase	-1.5523184	2.33E-18	-1.815329628	2.75E-20	-1.943225249	3.83E-21	-1.40321743	1.80E-16	-2.833878558	7.36E-27	-2.334413741	3.10E-24	-2.566363876	1.67E-25	-2.58605732	8.52E-26	-0.263011269	0.328041188	-0.39090689	0.046011875	0.149100929	0.462368279	0.499464818	0.010103702	0.267514682	0.31979981	0.247821239	0.347596878
YGR284C	ERV29          Protein localized to COPII-coated vesicles	1.31823402	1.21E-13	1.381447115	3.12E-14	1.463497739	5.84E-15	1.090041094	4.81E-11	1.583437232	2.65E-16	1.356351725	5.06E-14	1.515774815	1.14E-15	1.25429507	4.32E-13	0.063213091	0.910554336	0.145263715	0.58669271	-0.228192931	0.323562686	-0.227085507	0.349156254	-0.067662417	0.86839839	-0.329142162	0.227665877
YGR285C	ZUO1          Ribosome-associated chaperone	-1.5258522	9.12E-23	-1.500402446	2.34E-22	-1.072790534	1.66E-17	-0.927526216	3.67E-15	-1.760595419	1.92E-25	-1.621265803	7.02E-24	-1.828332521	4.92E-26	-2.007493894	2.15E-27	0.02544976	0.952359469	0.453061672	0.001034115	0.59832599	1.39E-05	0.139329616	0.356304005	-0.067737102	0.76749747	-0.246898475	0.131809197
YGR286C	BIO2          Biotin synthase	-1.6907009	2.96E-16	-1.442906772	9.34E-14	-1.806261064	7.95E-17	-1.184640164	4.26E-11	-2.275321964	3.01E-20	-2.554347163	1.87E-21	-2.436329531	4.09E-21	-2.348508597	2.97E-20	0.247794109	0.514938983	-0.115560184	0.704133905	0.506060716	0.028972895	-0.279025199	0.302711931	-0.161007567	0.6861171	-0.073186633	0.867577095
YGR287C	"IMA1          Major isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase)"	1.90912127	2.54E-17	2.326344771	5.91E-20	1.761446378	7.16E-16	1.738308866	2.59E-15	1.212524068	4.44E-11	0.483378373	0.001855542	1.502619735	7.87E-14	1.231679854	3.78E-11	0.417223502	0.198541547	-0.147674891	0.632645232	-0.170812403	0.541035946	-0.729145694	0.003491476	0.290095667	0.39963409	0.019155787	0.970068417
YGR288W	MAL13          MAL-activator protein	0.94006319	6.24E-09	1.083158069	4.32E-10	0.702713631	3.91E-06	0.488260923	0.000818572	2.182626671	8.44E-21	1.741951279	8.85E-17	2.185598271	6.56E-21	1.839430555	3.08E-18	0.143094876	0.772743858	-0.237349562	0.377935374	-0.45180227	0.052637565	-0.440675392	0.06095314	0.0029716	0.99593966	-0.343196116	0.226083927
YGR289C	MAL11          High-affinity maltose transporter (alpha-glucoside transporter)	0.33043072	0.02633738	0.334805635	0.029901598	0.657059676	6.12E-05	0.370998378	0.014972777	0.778479415	1.45E-06	0.685493765	1.93E-05	0.893433609	1.86E-07	0.563122262	0.000228261	0.004374912	0.99575965	0.326628954	0.251789946	0.040567656	0.901410333	-0.092985649	0.777750499	0.114954194	0.7964062	-0.215357152	0.555061113
YGR292W	MAL12          Maltase (alpha-D-glucosidase)	0.06830715	0.93685024	1.890580872	0.060621451	-0.136931407	0.880430749	0.478880811	0.618159582	-1.079423845	0.244191118	1.041819858	0.334297972	0.948221016	0.226258124	1.668314884	0.04239405	1.822273719	0.459997143	-0.20523856	0.923338572	0.410573658	0.826452634	2.121243703	0.246330171	2.027644861	0.30115074	2.747738729	0.130924466
YGR294W	PAU12          Protein of unknown function	1.317789	0.05057987	0.066618865	0.925567067	0.817546593	0.265155062	0.240204446	0.747352863	1.099815463	0.1095869	0.338282841	0.602480997	0.004784345	0.995906421	0.926207576	0.14521633	-1.251170135	0.495422268	-0.500242406	0.754422082	-1.077584554	0.393820338	-0.761532621	0.574206178	-1.095031117	0.56221042	-0.173607886	0.935130515
YGR295C	COS6          Endosomal protein involved in turnover of plasma membrane proteins	2.16759362	7.77E-22	2.069030553	5.08E-21	2.077718652	4.98E-21	1.758585608	2.90E-18	3.835959629	1.10E-30	3.141145216	1.56E-27	3.739400332	2.70E-30	3.204571858	5.12E-28	-0.098563066	0.827374242	-0.089874967	0.735648678	-0.40900801	0.040311763	-0.694814412	0.000454246	-0.096559297	0.7785625	-0.631387771	0.005149614
YGR296W	YRF1-3          Helicase encoded by the Y' element of subtelomeric regions	0.5971604	0.47100213	-0.428827769	0.61537677	0.798266736	0.353487788	-0.104441228	0.887340102	-3.16273632	0.020382396	-4.121521372	0.001351559	-2.387539808	0.055093837	-3.23106676	0.000393949	-1.025988164	0.699884546	0.20110634	0.925145789	-0.701601623	0.631382933	-0.958785052	0.806231901	0.775196512	0.86767844	-0.068330441	0.984175955
YHL001W	RPL14B          Ribosomal 60S subunit protein L14B	-0.9796822	6.50E-12	-1.056721394	7.93E-13	-0.224435067	0.040557591	-0.376520933	0.00094395	-1.768595892	2.96E-20	-1.114008161	1.50E-13	-1.180142569	1.98E-14	-1.285791132	1.39E-15	-0.077039232	0.866882954	0.755247095	0.000107843	0.603161229	0.001049607	0.654587731	0.000383454	0.588453323	0.00492777	0.48280476	0.023504814
YHL002C-A	NA          NA	4.25457699	2.81E-06	2.348835989	0.000444307	2.01810964	0.01387605	2.415423384	0.007363414	1.942732912	0.067219623	-1.71621006	0.07158459	-1.110853362	0.356861513	0.449377094	0.688430887	-1.905741001	0.358719078	-2.236467351	0.205892908	-1.839153607	0.331309065	-3.658942972	0.033494138	-3.053586274	0.22515677	-1.493355818	0.603872091
YHL002W	HSE1          Subunit of the endosomal Vps27p-Hse1p complex	0.60420645	7.56E-09	0.866737293	4.55E-13	0.210731185	0.021130804	0.118410771	0.201434534	0.62143571	3.53E-09	0.834437363	1.15E-12	0.596367604	1.14E-08	0.783449847	7.56E-12	0.26253084	0.181027508	-0.393475269	0.011732579	-0.485795683	0.001312285	0.213001654	0.181517578	-0.025068106	0.93686124	0.162014137	0.4413743
YHL003C	LAG1          Ceramide synthase component	0.15193429	0.10116978	-0.146148787	0.118713233	0.355411448	0.000284303	0.381177935	0.000126409	0.086731417	0.350958485	-0.254776657	0.007181197	0.429305502	1.75E-05	0.159670358	0.085771359	-0.298083076	0.139024982	0.20347716	0.246433598	0.229243647	0.156346047	-0.341508074	0.031761034	0.342574085	0.06912161	0.072938942	0.78230692
YHL004W	MRP4          Mitochondrial ribosomal protein of the small subunit	-0.8689788	7.71E-10	-0.786819164	1.16E-08	-0.077809778	0.51410166	-0.32612396	0.006390082	-0.671793761	2.44E-07	-0.371987971	0.001725432	-0.18991049	0.099472796	-0.351152328	0.00290166	0.082159663	0.86665583	0.791169049	0.000128784	0.542854868	0.005270597	0.29980579	0.146257049	0.481883271	0.03706373	0.320641433	0.189133422
YHL006C	SHU1          Component of Shu complex (aka PCSS complex)	0.03485243	0.9231255	0.456486109	0.188807861	0.39601633	0.239881204	0.588309564	0.088245246	-0.332462251	0.35821758	0.240774324	0.493637255	-0.467941355	0.181866811	0.086366333	0.81270426	0.421633678	0.710318824	0.361163898	0.616189777	0.553457132	0.378519662	0.573236576	0.402002029	-0.135479103	0.91471092	0.418828584	0.649773011
YHL006W-A	NA          NA	2.43501729	0.00038175	2.76864889	5.86E-05	1.315117368	0.105331283	0.775470624	0.337823326	-0.419015515	0.641171434	-1.93061189	0.057618069	-1.266658995	0.256826619	-2.458629181	0.034452663	0.3336316	0.918254965	-1.119899922	0.481047993	-1.659546666	0.215416851	-1.511596375	0.415852568	-0.84764348	0.77015379	-2.039613666	0.402007927
YHL007C	STE20          Cdc42p-activated signal transducing kinase	-0.3924522	1.28E-07	-0.656997554	2.19E-13	-0.435830161	1.52E-08	-0.282281149	5.52E-05	-0.351047745	1.09E-06	-0.242555623	0.000351115	-0.460614689	3.02E-09	-0.38021706	2.15E-07	-0.264545306	0.038961618	-0.043377913	0.770720959	0.110171099	0.353485645	0.108492122	0.388302055	-0.109566944	0.49115863	-0.029169314	0.88687288
YHL008C	YHL008C          Putative protein of unknown function	0.44722326	0.05225257	-0.370230754	0.126445728	0.413220954	0.077122504	0.029335869	0.909004701	-2.001878132	1.74E-09	-2.251047343	6.32E-11	-2.091909466	5.90E-10	-1.991058326	2.45E-10	-0.817454011	0.098652307	-0.034002303	0.954653287	-0.417887388	0.31370669	-0.249169211	0.678063424	-0.090031334	0.9290689	0.010819806	0.98867989
YHL009C	YAP3          Basic leucine zipper (bZIP) transcription factor	-0.2305044	0.24400822	-0.047924169	0.821644479	-0.169282849	0.418180155	-0.582527356	0.005540666	0.10138549	0.609916663	0.403117887	0.039540835	0.268004286	0.174332873	0.211385784	0.276891759	0.182580239	0.808022521	0.061221559	0.904246618	-0.352022948	0.33293704	0.301732397	0.429046341	0.166618796	0.77015379	0.110000294	0.851535804
YHL009W-B	YHL009W-B          Retrotransposon TYA Gag and TYB Pol genes	-0.4123703	0.24534385	-0.672782461	0.063735304	-0.650632277	0.076894179	0.002863556	0.994669596	-1.031148572	0.005947251	-0.773713674	0.031744482	-1.03551711	0.005920094	-0.49327105	0.179346176	-0.260412115	0.861888163	-0.238261932	0.77213216	0.415233902	0.546770564	0.257434899	0.750808233	-0.004368537	0.99851204	0.537877523	0.557555735
YHL010C	ETP1          Protein of unknown function required for growth on ethanol	0.18465208	0.19347312	0.307588029	0.035592639	0.075661152	0.618465678	0.117213249	0.437398677	1.194978034	1.32E-11	1.352624422	5.37E-13	1.369524193	2.87E-13	1.399174178	1.07E-13	0.122935949	0.821948428	-0.108990928	0.73729836	-0.06743883	0.828853741	0.157646388	0.578925355	0.174546159	0.63898058	0.204196144	0.550751107
YHL011C	PRS3          5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase	-1.331928	1.31E-18	-1.416901024	2.17E-19	-1.225187152	2.84E-17	-0.965459703	9.16E-14	-2.749972462	1.08E-29	-2.228437284	2.10E-26	-2.717930977	1.77E-29	-2.646337362	4.82E-29	-0.084973053	0.802157684	0.106740819	0.574916321	0.366468268	0.016545831	0.521535179	0.000830216	0.032041485	0.92296261	0.1036351	0.673721369
YHL013C	OTU2          Protein of unknown function	-1.5811976	7.73E-11	-1.399751799	2.22E-09	-1.947760655	6.98E-13	-1.545716439	2.15E-10	-2.105067075	5.33E-14	-1.62777248	3.46E-11	-2.109412166	4.80E-14	-2.093314197	2.63E-14	0.181445844	0.800046217	-0.366563012	0.334170635	0.035481204	0.93381574	0.477294595	0.18096979	-0.004345091	0.99593966	0.011752878	0.985437808
YHL014C	YLF2          Protein of unknown function	-0.6213774	0.01608962	-0.860511145	0.000895628	-0.815591719	0.002853241	-1.164226525	1.65E-05	1.178266144	3.29E-06	1.112431705	4.75E-06	1.118188467	8.05E-06	0.961955626	3.13E-05	-0.239133759	0.800222895	-0.194214333	0.742649511	-0.54284914	0.225767478	-0.065834439	0.902336652	-0.060077677	0.94121373	-0.216310518	0.719382902
