ID	NAME	logFC: WT NaCl response	FDR: WT NaCl response	logFC: msn24 mutant NaCl response	FDR: msn24 mutant NaCl response	logFC: yap1 mutant NaCl response	FDR: yap1 mutant NaCl response	logFC: skn7 mutant NaCl response	FDR: skn7 mutant NaCl response	logFC: WT EtOH response	FDR: WT EtOH response	logFC:  msn24 mutant EtOH response	FDR:  msn24 mutan  EtOH response	logFC:  yap1 mutant EtOH response	FDR:  yap1 mutant EtOH response	logFC:  skn7 mutant EtOH response	FDR:  skn7 mutant EtOH response	logFC: WT v msn24 mutant: NaCl response	FDR: WT v msn24 mutant: NaCl response	logFC: WT v yap1 mutant: NaCl response	FDR: WT v yap1 mutant: NaCl response	logFC: WT v skn7 mutant: NaCl response	FDR: WT v skn7 mutant NaCl response	logFC: WT v msn24 mutant: EtOH response	FDR: WT v msn24 mutant: EtOH response	logFC: WT v yap1 mutant: EtOH response	FDR: WT v yap1 mutant: EtOH response	logFC: WT v skn7 mutant: EtOH response	FDR: WT v skn7 mutant: EtOH response
YCL026C-B	HBN1          Protein of unknown function	1.04512796	0.00453766	3.530911867	8.17E-15	0.475905215	0.253724574	1.283842928	2.01E-05	1.81291052	1.66E-06	2.179901838	1.89E-08	1.679255976	1.40E-05	1.635942052	1.14E-07	2.485783909	0.00011916	-0.569222743	0.471477973	0.23871497	0.733891286	0.366991318	0.621292447	-0.133654544	0.91871679	-0.176968469	0.846234834
YCL027W	FUS1          Membrane protein localized to the shmoo tip	3.35448539	3.11E-12	2.568205586	2.32E-09	1.726599612	3.27E-05	2.429530304	1.31E-08	4.70319996	3.50E-18	3.631735661	1.07E-14	3.734549081	2.92E-15	3.737325806	2.19E-15	-0.786279802	0.472632952	-1.627885777	0.0256867	-0.924955085	0.195527288	-1.071464299	0.132438581	-0.968650878	0.27878038	-0.965874154	0.263296656
YCL028W	"RNQ1          [PIN(+)] prion, named for [PSI+] INducibility"	-0.162061	0.08326768	-0.202806773	0.032087379	0.151687921	0.108040731	0.0979823	0.310138967	-0.125306483	0.179324912	-0.20752419	0.028279847	-0.060221191	0.525309561	-0.141182805	0.132085691	-0.040745803	0.923597751	0.313748891	0.059788881	0.26004327	0.106009514	-0.082217708	0.681884839	0.065085291	0.82027032	-0.015876322	0.959468577
YCL029C	BIK1          Microtubule-associated protein	-1.1256496	6.85E-09	-1.187509414	2.04E-09	-1.111398245	1.38E-08	-0.901436805	8.58E-07	-1.051470418	3.20E-08	-1.261586083	3.17E-10	-1.362909334	7.24E-11	-1.182132012	1.41E-09	-0.061859855	0.938382354	0.014251313	0.974524001	0.224212753	0.46112697	-0.210115665	0.522142811	-0.311438915	0.43027161	-0.130661594	0.777514856
YCL030C	HIS4          Multifunctional enzyme containing phosphoribosyl-ATP pyrophosphatase	1.42618762	5.66E-13	2.150877039	1.75E-18	1.723404482	1.90E-15	1.586559511	4.16E-14	1.67270543	3.17E-15	1.092279095	8.64E-10	0.806074675	5.90E-07	0.26700134	0.064069401	0.72468942	0.007055684	0.297216862	0.280485203	0.160371892	0.567319411	-0.580426335	0.017992624	-0.866630755	0.00154519	-1.40570409	5.98E-07
YCL031C	RRP7          Essential protein involved in rRNA processing and ribosome biogenesis	-1.2984825	1.76E-08	-1.694753543	3.46E-11	-1.803649922	9.05E-12	-2.050422908	3.22E-13	-0.729470933	0.000280477	-0.562857946	0.003750622	-0.954164455	5.84E-06	-0.864139475	2.29E-05	-0.396271002	0.444288015	-0.505167382	0.165454066	-0.751940368	0.023780323	0.166612988	0.683775472	-0.224693522	0.67178126	-0.134668541	0.808004492
YCL032W	STE50          Adaptor protein for various signaling pathways	0.08410994	0.42067401	0.073125231	0.491607967	-0.13005041	0.223615233	-0.190044166	0.07673889	0.099576049	0.337472665	0.033693126	0.755628452	0.145740966	0.158637049	0.267534729	0.009916843	-0.010984704	0.983924001	-0.214160346	0.282768151	-0.274154102	0.128084615	-0.065882922	0.775328192	0.046164917	0.89382929	0.16795868	0.505420631
YCL033C	MXR2          Methionine-R-sulfoxide reductase	0.90254173	1.74E-07	0.947154908	9.48E-08	1.430697471	1.52E-12	1.070486493	5.15E-09	0.547885699	0.000564013	0.201851009	0.202450885	0.736871557	8.32E-06	0.232613026	0.130545982	0.044613174	0.958411217	0.528155737	0.049467295	0.167944758	0.567784525	-0.34603469	0.222983534	0.188985859	0.64924954	-0.315272672	0.369259714
YCL034W	LSB5          Protein involved in membrane-trafficking events at plasma membrane	0.72915282	8.90E-10	0.958453925	5.80E-13	0.660862692	1.43E-08	0.837144479	4.15E-11	0.552923926	4.60E-07	0.519096909	1.91E-06	0.652736718	1.42E-08	0.628600752	3.06E-08	0.229301107	0.342914863	-0.068290126	0.758654	0.107991661	0.569070351	-0.033827017	0.884906825	0.099812793	0.71982543	0.075676827	0.783520409
YCL035C	GRX1          Glutathione-dependent disulfide oxidoreductase	1.21754751	3.02E-10	0.078717353	0.646600421	1.399829706	7.28E-12	0.415308949	0.01008978	3.11274022	1.16E-23	1.547024139	3.86E-13	3.432890956	3.43E-25	2.695072773	1.35E-21	-1.138830156	8.00E-05	0.182282197	0.5750992	-0.802238559	0.002363631	-1.565716081	3.53E-08	0.320150735	0.36741926	-0.417667447	0.194398389
YCL036W	GFD2          Protein of unknown function	-2.6935903	8.49E-23	-2.831341775	6.11E-23	-2.835380166	3.91E-23	-1.594364067	2.44E-15	-7.107211571	2.49E-32	-7.179547225	3.69E-32	-9.189341554	4.05E-33	-6.815944476	3.18E-32	-0.13775147	0.787810696	-0.141789861	0.6358919	1.099226238	4.44E-06	-0.072335654	0.920123808	-2.082129983	0.01364196	0.291267096	0.715399349
YCL037C	SRO9          Cytoplasmic RNA-binding protein	-0.4965297	9.83E-07	-0.713746457	3.40E-10	-0.559707427	1.11E-07	-0.281250226	0.002846955	-1.668219475	5.05E-22	-1.021767766	9.37E-15	-1.473690491	3.99E-20	-1.442843303	7.12E-20	-0.217216725	0.333660696	-0.063177695	0.75957358	0.215279506	0.175429914	0.646451709	4.25E-05	0.194528984	0.36856786	0.225376172	0.263454152
YCL038C	ATG22          Vacuolar membrane protein	3.2688798	1.29E-23	3.060229262	4.35E-22	3.019798036	1.41E-22	2.02674049	1.64E-16	2.811319025	1.17E-21	2.389962272	1.51E-18	2.538256624	2.22E-20	2.092365218	1.21E-17	-0.208650538	0.695487465	-0.249081764	0.433021669	-1.24213931	7.94E-06	-0.421356753	0.157597689	-0.273062401	0.48372639	-0.718953807	0.020340101
YCL039W	GID7          Subunit of GID Complex that binds directly to central component Vid30p	1.13581282	1.59E-09	1.343892181	3.05E-11	1.012832114	3.93E-08	0.63911138	0.000116499	1.279340994	6.00E-11	1.383383687	1.06E-11	1.521257019	4.35E-13	1.473281468	5.81E-13	0.208079357	0.673145123	-0.12298071	0.726501018	-0.496701444	0.058517501	0.104042693	0.764709982	0.241916024	0.53499381	0.193940473	0.624493638
YCL040W	GLK1          Glucokinase	7.73366529	1.33E-31	4.441980613	2.24E-24	6.709993187	6.95E-30	5.547410515	2.10E-27	8.488471351	3.45E-33	6.808323738	2.94E-30	7.972395913	1.21E-32	7.068442281	3.19E-31	-3.291684674	1.43E-14	-1.0236721	0.001350796	-2.186254772	1.25E-09	-1.680147613	4.85E-07	-0.516075437	0.19485217	-1.42002907	4.38E-05
YCL041C	NA          NA	1.569915	0.00160454	1.29875976	0.017045073	1.633488827	0.004325327	0.742992089	0.153047402	1.626481008	0.001044826	1.205114537	0.023935104	2.239413772	6.25E-05	1.374190848	0.004724508	-0.271155243	0.90751615	0.063573825	0.960969511	-0.826922913	0.368179596	-0.421366471	0.708669214	0.612932764	0.66796773	-0.25229016	0.865192814
YCL042W	YCL042W          Putative protein of unknown function	3.60169894	3.56E-09	2.43204156	3.41E-05	2.638129394	3.23E-06	1.473363794	0.003463258	4.01865613	1.19E-10	2.002601581	0.000525296	3.978460837	3.74E-11	2.794986856	5.57E-08	-1.169657383	0.460950829	-0.96356955	0.387813691	-2.128335149	0.017329817	-2.01605455	0.051640127	-0.040195293	0.98612335	-1.223669274	0.285103344
YCL043C	PDI1          Protein disulfide isomerase	0.64324058	6.07E-05	0.582968423	0.000231577	0.644315623	6.22E-05	0.504509772	0.001331727	2.104868961	8.48E-18	1.736753863	5.62E-15	2.201442892	1.94E-18	1.771419486	2.31E-15	-0.060272161	0.933751813	0.001075039	0.999754133	-0.138730812	0.64237331	-0.368115098	0.175440333	0.096573931	0.83455159	-0.333449475	0.324033412
YCL044C	MGR1          Subunit of the mitochondrial (mt) i-AAA protease supercomplex	0.7677626	3.91E-06	0.800121955	2.40E-06	0.501695467	0.001635951	0.331831142	0.032795883	1.221055057	1.10E-10	1.132329898	1.15E-09	1.077022734	3.66E-09	0.748591363	5.55E-06	0.032359355	0.970575986	-0.266067132	0.373900234	-0.435931458	0.093315699	-0.088725159	0.795094512	-0.144032323	0.7399267	-0.472463694	0.130595471
YCL045C	EMC1          Member of conserved endoplasmic reticulum membrane complex	0.51872433	3.18E-08	0.533640921	1.74E-08	0.648045837	1.51E-10	0.561200264	7.25E-09	0.270730076	0.001054905	0.283067619	0.000716854	0.413091839	2.85E-06	0.171642075	0.033621685	0.014916592	0.974872096	0.129321508	0.420242709	0.042475935	0.804328075	0.012337543	0.948442264	0.142361762	0.46778281	-0.099088001	0.633972536
YCL046W	NA          NA	5.16471016	1.06E-07	6.358331121	4.05E-05	4.622513699	0.011276666	0.019176246	0.992842385	1.565962359	0.191584793	1.396455844	0.477676091	4.215197131	0.023549267	-0.215946237	0.890525577	1.193620965	0.715516136	-0.542196457	0.759891308	-5.14553391	0.046571781	-0.169506515	0.78504509	2.649234772	0.47208701	-1.781908596	0.626377395
YCL047C	POF1          Nicotinamide mononucleotide-specific adenylyltransferase (NMNAT)	-0.2653299	0.09945554	0.079107648	0.635405987	-1.029088743	1.79E-07	-0.213756497	0.206868575	0.927695876	1.54E-07	0.718809253	1.79E-05	0.700074295	2.89E-05	1.165718123	8.27E-10	0.344437549	0.402456578	-0.763758843	0.008869741	0.051573404	0.88647995	-0.208886623	0.502312373	-0.227621581	0.56985437	0.238022246	0.536096362
YCL049C	YCL049C          Protein of unknown function	2.15640442	2.21E-25	1.714846256	1.14E-21	2.278595881	6.60E-26	1.636637513	1.16E-20	2.397415547	1.55E-27	2.027328696	1.37E-24	2.605418212	9.44E-29	2.304293239	7.64E-27	-0.441558162	0.013280035	0.122191463	0.52763386	-0.519766905	0.001085268	-0.370086851	0.020395689	0.208002665	0.33654124	-0.093122308	0.711612306
YCL050C	APA1          AP4A phosphorylase	-0.7151019	5.10E-11	-1.027982723	1.13E-15	-0.739649903	2.28E-11	-0.843757703	8.31E-13	1.366575873	2.87E-20	1.056782908	3.00E-16	1.269087933	3.71E-19	1.036856412	3.99E-16	-0.312880811	0.076023688	-0.02454799	0.910313728	-0.12865579	0.418452451	-0.309792965	0.033554173	-0.09748794	0.67730597	-0.329719461	0.054209311
YCL051W	LRE1          Protein involved in control of cell wall structure and stress response	0.02019707	0.87248441	-0.41526108	0.0014003	0.002960601	0.981903877	0.001085147	0.994016627	1.167590375	3.35E-13	0.635754268	1.89E-06	1.279270366	2.23E-14	1.178800252	1.94E-13	-0.435458152	0.091761034	-0.017236471	0.956975672	-0.019111925	0.945664536	-0.531836107	0.008332782	0.111679992	0.74388573	0.011209877	0.978823136
YCL052C	PBN1          Component of glycosylphosphatidylinositol-mannosyltransferase I	0.51692397	3.15E-06	0.477646168	1.56E-05	0.50787499	5.90E-06	0.357063627	0.000888859	1.434189772	1.46E-18	0.929161449	3.23E-12	1.71345462	3.35E-21	1.507728087	3.47E-19	-0.039277805	0.936188162	-0.009048983	0.974166977	-0.159860346	0.39431971	-0.505028323	0.002756237	0.279264848	0.20093968	0.073538315	0.797228334
YCL054W	SPB1          AdoMet-dependent methyltransferase	-2.0035582	2.83E-13	-2.43164885	1.29E-15	-2.436886151	1.37E-15	-1.771176408	1.33E-11	-3.978269909	9.71E-22	-3.298470048	1.22E-19	-4.297226165	9.07E-23	-3.664625882	4.90E-21	-0.428090624	0.394501667	-0.433327924	0.246353578	0.232381818	0.536148294	0.679799861	0.064802795	-0.318956256	0.57727565	0.313644027	0.557199228
YCL055W	KAR4          Transcription factor required for response to pheromones	-0.0266294	0.84317323	-0.06467492	0.633937416	-0.60637299	3.35E-05	-0.647163936	1.02E-05	0.847710697	1.13E-08	0.991994133	1.91E-10	0.703297713	7.36E-07	0.777452694	6.12E-08	-0.038045496	0.958340267	-0.579743565	0.012668642	-0.620534512	0.005076445	0.144283436	0.57594791	-0.144412985	0.68127792	-0.070258003	0.853419367
YCL056C	PEX34          Protein that regulates peroxisome populations	-1.0205567	1.10E-05	-0.999269978	2.17E-05	-0.891999109	0.000131134	-1.214000544	7.72E-07	-0.758491303	0.000566784	-0.723172711	0.000876946	-0.667671664	0.002404808	-0.881908091	6.56E-05	0.021286748	0.98494355	0.128557617	0.797593109	-0.193443818	0.652253123	0.035318592	0.943133725	0.090819639	0.89883906	-0.123416789	0.846189008
YCL057C-A	MIC10          Conserved component of the MICOS complex	0.53812789	5.37E-05	0.462407263	0.000444257	1.112862385	1.20E-11	0.612965694	9.94E-06	0.232174848	0.06426856	-0.241690822	0.059004596	0.524130395	8.59E-05	-0.013303984	0.921388397	-0.075720623	0.89338265	0.574734499	0.008667852	0.074837808	0.776806859	-0.47386567	0.028143988	0.291955547	0.31133855	-0.245478832	0.405690169
YCL057W	PRD1          Zinc metalloendopeptidase	1.33347714	8.22E-20	1.28852841	3.03E-19	1.136292031	2.22E-17	1.041346469	7.86E-16	1.581862274	9.16E-23	1.592717377	1.24E-22	1.467990034	1.36E-21	1.444915165	2.64E-21	-0.044948726	0.906632163	-0.197185105	0.208563351	-0.292130667	0.039800077	0.010855104	0.957574445	-0.11387224	0.60560023	-0.136947109	0.504635259
YCL058C	FYV5          De novo-originated gene from non-coding sequence	0.48026626	0.00531778	0.570960091	0.001332757	0.995867552	4.08E-07	0.610205359	0.000715912	0.244836715	0.1526966	-0.100922659	0.577260698	0.467448247	0.0085278	-0.031130165	0.866246837	0.090693834	0.906632163	0.515601296	0.09568464	0.129939102	0.70918804	-0.345759374	0.282703266	0.222611532	0.63279493	-0.27596688	0.51388836
YCL058W-A	ADF1          Transcriptional repressor encoded by the FYV5 antisense strand	-2.4385539	9.51E-10	-2.541291466	5.03E-10	-2.409728806	3.52E-09	-2.325181212	2.69E-09	-2.963373903	2.83E-11	-2.879093335	1.36E-11	-3.174465498	1.02E-11	-3.689842121	6.21E-14	-0.102737543	0.956011055	0.028825117	0.974959712	0.113372711	0.874603897	0.084280568	0.919618138	-0.211091595	0.86171598	-0.726468218	0.402686439
YCL059C	KRR1          Nucleolar protein required for rRNA synthesis and ribosomal assembly	-2.7861856	4.85E-20	-2.916423689	2.24E-20	-2.696338752	2.21E-19	-2.158641322	3.15E-16	-3.728712355	7.07E-24	-3.478940965	5.10E-23	-3.854249734	3.33E-24	-3.823388622	3.32E-24	-0.130238068	0.852410973	0.089846869	0.824831693	0.627544299	0.026500436	0.24977139	0.484160677	-0.125537379	0.82327567	-0.094676267	0.864987271
YCL061C	MRC1          S-phase checkpoint protein required for DNA replication	-0.010021	0.96096196	-0.571211136	0.00409259	-0.296301771	0.12764715	-0.016799726	0.937397545	-0.57812648	0.003999147	-0.313324459	0.10395095	-0.869108931	3.34E-05	-0.258279415	0.175124983	-0.561190173	0.196910877	-0.286280808	0.461323053	-0.006778763	0.986963009	0.264802021	0.496368361	-0.290982451	0.56245299	0.319847066	0.498902386
YCL063W	VAC17          Phosphoprotein involved in vacuole inheritance	-0.6536315	2.00E-09	-0.606309992	1.57E-08	-0.211386679	0.020591045	0.071999015	0.439973713	-0.567443191	5.00E-08	-0.209193859	0.020841319	-0.969467637	3.77E-14	-0.741208156	7.13E-11	0.047321494	0.90751615	0.442244807	0.004868098	0.725630501	4.69E-06	0.358249332	0.019048343	-0.402024446	0.02622628	-0.173764965	0.412439894
YCL064C	CHA1          Catabolic L-serine (L-threonine) deaminase	-1.1790727	2.17E-15	-1.752993972	6.90E-21	-1.451862883	3.67E-18	-1.320771851	1.83E-16	1.762052707	1.10E-21	1.813707913	6.58E-22	1.550671787	9.76E-20	1.607092531	3.32E-20	-0.573921315	0.001868608	-0.272790226	0.140701656	-0.141699194	0.453764618	0.051655206	0.82125055	-0.211380919	0.36040328	-0.154960176	0.526147102
YCR002C	"CDC10          Component of the septin ring, required for cytokinesis"	-0.0651184	0.47394186	0.176049611	0.051084776	0.036006063	0.702776296	-0.023820694	0.807544718	0.360337108	0.000121595	0.568446478	4.21E-08	0.385146935	5.06E-05	0.276722826	0.002439568	0.241167993	0.246919235	0.101124445	0.593362596	0.041297689	0.832102218	0.20810937	0.200105433	0.024809827	0.93750796	-0.083614282	0.730880881
YCR003W	MRPL32          Mitochondrial ribosomal protein of the large subunit	-1.8412756	6.08E-15	-1.579673525	1.11E-12	-1.446046727	1.58E-11	-1.68494786	3.42E-13	-0.690154499	2.94E-05	-0.296891027	0.054532307	-0.417192531	0.007964683	-0.31611423	0.039612793	0.261602087	0.585429563	0.395228884	0.196581212	0.156327751	0.63302185	0.393263472	0.156105773	0.272961968	0.47154938	0.374040269	0.265362815
YCR004C	YCP4          Protein of unknown function	0.90630025	3.58E-14	0.640257303	8.68E-10	1.022630201	9.15E-16	0.762985867	1.04E-11	1.371918472	1.92E-20	0.66890612	2.50E-10	1.401450018	8.67E-21	1.256710178	4.14E-19	-0.266042945	0.151090345	0.116329953	0.502795174	-0.143314382	0.35628908	-0.703012352	2.30E-06	0.029531546	0.92160224	-0.115208294	0.591924564
YCR005C	"CIT2          Citrate synthase, peroxisomal isozyme involved in glyoxylate cycle"	2.28067491	1.17E-21	2.877075449	6.30E-25	1.370729561	9.22E-14	0.894300469	1.24E-08	5.441793579	9.83E-35	5.506377299	2.34E-34	5.317461352	1.93E-34	5.281373025	2.95E-34	0.596400538	0.013122811	-0.909945349	9.66E-05	-1.386374442	1.70E-08	0.064583721	0.822745984	-0.124332226	0.73079232	-0.160420554	0.618787622
YCR006C	YCR006C          Putative protein of unknown function	0.1914537	0.56914818	0.082524923	0.812495834	0.026810081	0.940338826	0.880150074	0.01306619	-0.836904854	0.020805409	-1.581069546	4.15E-05	-0.840612049	0.022435314	-0.950975594	0.016062468	-0.108928777	0.948673551	-0.164643619	0.838613002	0.688696374	0.253449732	-0.744164691	0.267899322	-0.003707195	0.9987976	-0.114070739	0.92386105
YCR007C	YCR007C          Putative integral membrane protein	0.43893329	0.07996792	0.635136075	0.012097788	0.478767176	0.085282736	-0.338075613	0.203311155	0.552476602	0.02811053	0.783550595	0.001845865	0.877274705	0.001320821	0.297744653	0.22571277	0.196202781	0.848356861	0.039833882	0.953500793	-0.777008907	0.073456582	0.231073993	0.660561519	0.324798102	0.642062	-0.25473195	0.700667385
YCR008W	"SAT4          Ser/Thr protein kinase involved in salt tolerance, nutrient response"	-0.3047113	0.00018187	-0.611162499	2.66E-10	-0.106782633	0.173894433	-0.084116699	0.290529113	0.476488832	6.89E-08	-0.069733764	0.376806477	0.572022125	9.43E-10	0.23278572	0.003067588	-0.306451176	0.047767337	0.197928691	0.165454066	0.220594625	0.095957855	-0.546222596	3.64E-05	0.095533293	0.6468519	-0.243703112	0.126623328
YCR009C	RVS161          Amphiphysin-like lipid raft protein	-0.233667	0.01536678	-0.245210735	0.011787553	-0.288180273	0.003573594	-0.19961528	0.0428126	0.92376004	3.95E-13	0.509089068	1.36E-06	0.932196703	3.25E-13	0.900059245	1.01E-12	-0.011543773	0.983113812	-0.054513312	0.806785489	0.034051681	0.873468143	-0.414670972	0.00931783	0.008436663	0.98532575	-0.023700795	0.938202973
YCR010C	ADY2          Acetate transporter required for normal sporulation	4.50120044	1.03E-11	4.413124034	2.17E-11	2.749881141	1.78E-05	3.200356886	1.13E-07	1.73576115	0.006396599	1.477593937	0.019211656	2.423630716	0.000138809	1.486791063	0.012105177	-0.088076401	0.980013259	-1.751319294	0.148140187	-1.300843549	0.223365574	-0.258167214	0.869051297	0.687869566	0.71979172	-0.248970088	0.903413449
YCR011C	ADP1          Putative ATP-dependent permease of the ABC transporter family	0.98644111	1.27E-16	0.885882114	4.72E-15	1.151471847	8.51E-19	0.908155215	4.28E-15	1.575730311	4.64E-24	0.844651177	1.91E-14	1.662205056	6.34E-25	1.18564429	1.47E-19	-0.100558998	0.685873941	0.165030735	0.262042112	-0.078285897	0.608122759	-0.731079134	1.66E-07	0.086474746	0.6861171	-0.390086021	0.008989853
YCR012W	PGK1          3-phosphoglycerate kinase	0.73378295	0.00011949	0.51773442	0.004843374	1.05812139	2.92E-07	0.759997414	8.99E-05	2.124367891	2.93E-15	1.708872827	2.36E-12	1.908492048	7.20E-14	1.549655458	2.90E-11	-0.216048526	0.71625692	0.324338444	0.352410768	0.026214468	0.949403092	-0.415495064	0.20428635	-0.215875843	0.6603224	-0.574712433	0.1237764
YCR013C	NA          NA	0.30676606	0.59616979	1.146561087	0.046391777	0.598731691	0.302079563	1.515794585	0.012840084	2.332797582	4.91E-05	1.525257497	0.007298893	1.905344137	0.000672165	1.318780689	0.027015445	0.839795028	0.62985621	0.291965632	0.830489227	1.209028526	0.244241075	-0.807540085	0.457772556	-0.427453445	0.78851364	-1.014016893	0.459314455
YCR014C	POL4          DNA polymerase IV	-0.1962057	0.41171103	-0.113764426	0.645304767	-0.583894485	0.021460782	-0.284342459	0.257381969	-0.577314262	0.018006754	-0.323360748	0.174217783	-0.764711257	0.002903116	-0.134062425	0.585148059	0.082441245	0.942291866	-0.387688814	0.424236874	-0.088136788	0.869222703	0.253953514	0.609291321	-0.187396995	0.80144522	0.443251837	0.438198605
YCR015C	CTO1          Protein required for cold tolerance	-1.1840318	6.70E-10	-0.994293462	4.83E-08	-1.251345706	4.20E-10	-0.983020645	9.43E-08	-0.7710359	4.49E-06	-0.313629668	0.03723944	-0.853299381	9.18E-07	-0.61429109	0.000130909	0.189738293	0.713548531	-0.067313952	0.862332646	0.20101111	0.501554743	0.457406232	0.085403375	-0.08226348	0.86901506	0.15674481	0.70266398
YCR016W	YCR016W          Putative protein of unknown function	-1.9997327	1.35E-12	-2.485845139	3.86E-15	-2.507098347	4.74E-15	-2.338104135	3.59E-14	-2.852691845	1.18E-16	-2.764831504	9.77E-17	-3.160762075	5.18E-18	-2.912005344	2.08E-17	-0.486112394	0.358208668	-0.507365603	0.202447731	-0.33837139	0.38334909	0.087860341	0.866582202	-0.308070231	0.60861849	-0.059313499	0.934871797
YCR017C	CWH43          GPI lipid remodelase	0.98903167	1.74E-10	1.136783117	4.07E-12	1.209984308	7.17E-13	0.758660051	1.31E-07	0.583037101	1.23E-05	0.585397645	1.31E-05	0.618210713	4.63E-06	0.302066824	0.015273045	0.147751442	0.717714436	0.220952634	0.357984585	-0.230371624	0.301770243	0.002360544	0.994573955	0.035173612	0.9367028	-0.280970277	0.309048653
YCR018C	SRD1          Protein involved in the processing of pre-rRNA to mature rRNA	0.37406453	0.5376264	-0.13554362	0.818235281	-0.059619732	0.937671857	-2.040100595	0.014574587	0.805930462	0.164728257	0.554195109	0.280391427	2.312701634	7.99E-05	0.909224407	0.0973602	-0.509608151	0.817687898	-0.433684264	0.776179447	-2.414165126	0.046571781	-0.251735353	0.839183136	1.506771173	0.25236229	0.103293945	0.958814009
YCR019W	MAK32          Protein necessary for stability of L-A dsRNA-containing particles	-0.0162165	0.88749915	0.242198724	0.032731559	-0.040479012	0.737814951	-0.119983177	0.298899333	0.855590231	1.74E-10	1.025333911	1.66E-12	0.783634461	3.27E-09	0.622379941	3.43E-07	0.258415246	0.35177517	-0.02426249	0.932309351	-0.103766655	0.638819985	0.16974368	0.424639432	-0.07195577	0.83140147	-0.23321029	0.341849284
YCR020C	PET18          Protein of unknown function	0.54568931	0.0066713	0.207208757	0.307878911	-0.38568994	0.07344693	0.095381332	0.66549738	-0.246751987	0.232793651	-0.199731924	0.330661274	-0.442029216	0.037369989	-0.31226554	0.133705551	-0.338480553	0.549047391	-0.93137925	0.009659177	-0.450307978	0.206595857	0.047020063	0.922052062	-0.195277228	0.74722864	-0.065513553	0.921972513
YCR020C-A	MAK31          Non-catalytic subunit of N-terminal acetyltransferase of the NatC type	-0.7160192	3.56E-05	-0.81742147	6.89E-06	-0.49985022	0.002956441	-0.769518059	1.98E-05	-0.967506415	2.40E-07	-0.923673788	5.19E-07	-1.474282177	2.61E-11	-1.496636577	9.53E-12	-0.101402278	0.890047787	0.216168972	0.516214099	-0.053498867	0.881163791	0.043832628	0.911627286	-0.506775762	0.16644885	-0.529130162	0.129674664
YCR020W-B	HTL1          Component of the RSC chromatin remodeling complex	-1.0894755	7.41E-06	-0.921337467	8.08E-05	-1.819944227	1.57E-09	-1.791456664	1.17E-09	-0.801760538	0.000473299	-0.619803331	0.004238172	-0.761618294	0.000982106	-0.889391565	0.000111544	0.168138057	0.852410973	-0.730468703	0.088530503	-0.70198114	0.076018537	0.181957206	0.696544702	0.040142244	0.96084672	-0.087631028	0.902866277
YCR021C	HSP30          Negative regulator of the H(+)-ATPase Pma1p	0.30228162	0.62433706	0.915101154	0.133532907	-0.216310489	0.796292193	0.129526442	0.849994243	5.95426315	1.08E-16	0.822405106	0.17278895	4.630522645	4.80E-12	3.602140952	5.31E-10	0.612819533	0.778810476	-0.51859211	0.745088151	-0.17275518	0.89745348	-5.131858044	1.12E-06	-1.323740505	0.3102393	-2.352122198	0.020366095
YCR022C	YCR022C          Putative protein of unknown function	1.34400662	0.00180912	1.073127257	0.010590613	0.495499073	0.29713703	0.655749221	0.127138941	1.087112437	0.012449952	0.139669145	0.761074057	0.685059239	0.129535936	0.31844867	0.461602661	-0.270879365	0.888510185	-0.848507549	0.327440332	-0.688257402	0.377280116	-0.947443292	0.237113126	-0.402053198	0.75764339	-0.768663767	0.45774164
YCR023C	YCR023C          Vacuolar membrane protein of unknown function	0.39928922	0.00029099	0.536428885	3.88E-06	0.454794889	6.67E-05	0.369516901	0.000830199	0.075640152	0.478621301	0.103040493	0.339685605	0.258924758	0.015979418	-0.075079633	0.486455522	0.13713966	0.683583673	0.055505664	0.825921468	-0.029772323	0.89745348	0.027400341	0.914004957	0.183284606	0.48066995	-0.150719784	0.568793957
YCR024C	SLM5          Mitochondrial asparaginyl-tRNA synthetase	-0.4869152	9.84E-05	-0.196357656	0.105156837	0.277969931	0.023298993	-0.273526447	0.026452571	0.1801016	0.120452788	0.636533309	1.04E-06	0.895061889	5.99E-10	0.543394731	1.55E-05	0.290557517	0.320573428	0.764885104	0.000308132	0.213388726	0.325109173	0.456431709	0.021221202	0.71496029	0.00137042	0.363293131	0.132353208
YCR024C-A	PMP1          Regulatory subunit for the plasma membrane H(+)-ATPase Pma1p	-0.8896842	0.00242306	-0.167569954	0.569045874	-0.168271769	0.565353858	0.133321492	0.661068797	-2.50881654	9.54E-11	-1.88313878	5.53E-08	-2.642028136	3.51E-11	-2.385677261	4.23E-10	0.722114276	0.289572723	0.721412461	0.168263959	1.023005721	0.033332851	0.62567776	0.256187768	-0.133211597	0.8952275	0.123139279	0.901253976
YCR024C-B	YCR024C-B          Putative protein of unknown function	-0.6623766	0.00022197	-0.153815063	0.375193029	0.02229176	0.902231242	-0.061378469	0.739117254	-2.66197484	4.91E-19	-2.019261813	3.81E-15	-2.592597125	1.19E-18	-2.586964181	1.36E-18	0.50856156	0.179560623	0.684668383	0.022077355	0.600998155	0.03704094	0.642713027	0.028997134	0.069377715	0.9062198	0.075010659	0.890664803
